taxon,tvk,start_day,start_month,end_day,end_month,stage
Eupithecia valerianata,NHMSYS0021144121,15,5,15,8,mature
Eupithecia venosata,NBNSYS0000005906,15,4,31,7,mature
Eupithecia venosata fumosae,NHMSYS0021144084,15,4,31,7,mature
Eupithecia venosata hebridensis,NHMSYS0021144085,15,4,31,7,mature
Eupithecia venosata ochracae,NHMSYS0021144083,15,4,31,7,mature
Eupithecia venosata plumbea,NHMSYS0021144086,15,4,31,7,mature
Eupithecia venosata venosata,NHMSYS0021144082,15,4,31,7,mature
Eupithecia virgaureata,NBNSYS0000005939,1,4,7,10,mature
Eupithecia vulgata,NBNSYS0000005922,1,4,31,8,mature
Euplagia quadripunctaria,NBNSYS0000006153,1,7,15,9,mature
Euplexia lucipara,NBNSYS0000006401,1,5,7,10,mature
Eupoecilia ambiguella,NHMSYS0000502635,1,5,31,8,mature
Eupoecilia angustana,NHMSYS0000520073,1,5,30,9,mature
Eupoecilia angustana angustana,NHMSYS0021143125,1,6,30,9,mature
Eupoecilia angustana thuleana,NHMSYS0021143126,1,6,30,9,mature
Euproctis chrysorrhoea,NBNSYS0000006115,15,6,31,10,mature
Euproctis similis,NBNSYS0000006116,1,6,31,10,mature
Eupsilia transversa,NBNSYS0000006351,15,5,7,9,mature
Eurhodope cirrigerella,NBNSYS0000026994,21,6,15,8,mature
Eurois occulta,NBNSYS0000006228,15,6,15,9,mature
Euspilapteryx auroguttella,NHMSYS0021142422,1,4,7,10,mature
Eustroma reticulata,NHMSYS0021143986,15,6,15,8,mature
Euthrix potatoria,NBNSYS0000005712,21,5,7,9,mature
Euxoa cursoria,NBNSYS0000006169,1,7,30,9,mature
Euxoa nigricans,NHMSYS0000502656,1,6,7,10,mature
Euxoa obelisca,NHMSYS0000520123,15,7,30,9,mature
Euxoa obelisca grisea,NHMSYS0021144886,15,7,30,9,mature
Euxoa obelisca obelisca,NHMSYS0021144885,15,7,30,9,mature
Euxoa tritici,NBNSYS0000006167,15,6,30,9,mature
Euxoa tritici/obelisca,NHMSYS0020467649,15,6,30,9,mature
Euzophera bigella,NHMSYS0000502659,1,6,30,9,mature
Euzophera cinerosella,NHMSYS0000502660,1,5,7,9,mature
Euzophera pinguis,NHMSYS0000502662,1,6,30,9,mature
Evergestis extimalis,NHMSYS0000502667,21,4,30,9,mature
Evergestis forficalis,NHMSYS0000502668,21,4,30,9,mature
Evergestis limbata,NHMSYS0000502669,21,5,7,9,mature
Evergestis pallidata,NHMSYS0000502670,21,6,31,8,mature
Exaeretia allisella,NHMSYS0000502672,1,7,31,8,mature
Exaeretia ciniflonella,NHMSYS0000502673,1,5,30,6,mature
Exapate congelatella,NHMSYS0000502675,1,10,31,12,mature
Exoteleia dodecella,NHMSYS0000502677,1,6,15,8,mature
Fabula zollikoferi,NHMSYS0021144628,1,9,30,9,mature
Fagivorina arenaria,NBNSYS0000006038,1,7,7,8,mature
Falcaria lacertinaria,NBNSYS0000005717,1,4,15,9,mature
Falseuncaria degreyana,NHMSYS0021143146,1,5,31,8,mature
Falseuncaria ruficiliana,NHMSYS0000502685,21,4,31,8,mature
Friedlanderia cicatricella,NHMSYS0000516769,1,7,15,8,mature
Furcula bicuspis,NBNSYS0000006082,15,4,21,8,mature
Furcula bifida,NBNSYS0000006084,15,4,31,8,mature
Furcula furcula,NBNSYS0000006083,15,4,31,8,mature
Gagitodes sagittata,NHMSYS0021144066,15,6,21,7,mature
Galgula partita,NHMSYS0021144570,21,8,7,10,mature
Galleria mellonella,NHMSYS0000502701,1,6,31,10,mature
Gandaritis pyraliata,NHMSYS0021143990,1,6,7,9,mature
Gastropacha quercifolia,NBNSYS0000005714,1,6,7,8,mature
Gelechia cuneatella,NHMSYS0000502705,21,7,30,9,mature
Gelechia hippophaella,NHMSYS0000502706,15,8,30,9,mature
Gelechia muscosella,NHMSYS0000502707,21,6,31,8,mature
Gelechia nigra,NHMSYS0000502708,21,6,31,8,mature
Gelechia rhombella,NHMSYS0021142740,1,7,7,9,mature
Gelechia sabinellus,NBNSYS0100003245,1,8,31,8,mature
Gelechia scotinella,NHMSYS0000502710,21,6,31,8,mature
Gelechia senticetella,NHMSYS0000502712,1,7,7,9,mature
Gelechia sororculella,NHMSYS0021142742,21,6,31,8,mature
Gelechia turpella,NHMSYS0021142745,1,6,7,8,mature
Geometra papilionaria,NBNSYS0000005739,7,6,31,8,mature
Gibberifera simplana,NHMSYS0000502722,1,6,30,6,mature
Gillmeria ochrodactyla,NHMSYS0021142899,21,6,31,8,mature
Gillmeria pallidactyla,NHMSYS0021142897,1,6,31,8,mature
Glacies coracina,NHMSYS0000502725,21,5,7,8,mature
Globia algae,NHMSYS0021144657,15,7,7,10,mature
Globia sparganii,NHMSYS0021144656,21,6,15,10,mature
Gluphisia crenata,NBNSYS0000006102,15,6,7,8,mature
Gluphisia crenata crenata,NHMSYS0021144359,15,6,7,8,mature
Gluphisia crenata vertunea,NHMSYS0021144360,15,6,7,8,mature
Glyphipterix equitella,NHMSYS0000502732,1,6,31,7,mature
Glyphipterix forsterella,NHMSYS0000502734,1,5,31,7,mature
Glyphipterix fuscoviridella,NHMSYS0000502735,1,5,30,6,mature
Glyphipterix haworthana,NHMSYS0000502736,1,5,31,5,mature
Glyphipterix schoenicolella,NHMSYS0000502738,1,5,30,9,mature
Glyphipterix simpliciella,NHMSYS0000502739,1,5,7,7,mature
Glyphipterix thrasonella,NHMSYS0000502740,1,5,31,7,mature
Gnophos dumetata,NHMSYS0021167195,15,8,15,9,mature
Gnophos dumetata dumetata,NHMSYS0021144287,15,8,15,9,mature
Gnophos dumetata hibernica,NHMSYS0021144288,15,8,15,9,mature
Gnophos obfuscata,NHMSYS0021144283,15,6,15,9,mature
Gnorimoschema streliciella,NHMSYS0000502746,15,6,30,6,mature
Gortyna borelii,NHMSYS0000520248,1,9,15,10,mature
Gortyna borelii borelii,NHMSYS0021144612,1,9,15,10,mature
Gortyna borelii lunata,NHMSYS0021144613,1,9,15,10,mature
Gortyna flavago,NHMSYS0021144610,7,8,21,10,mature
Gracillaria syringella,NHMSYS0020973221,21,3,31,10,mature
Grammodes stolida,NBNSYS0000006566,1,5,30,9,mature
Graphiphora augur,NBNSYS0000006200,1,6,31,8,mature
Grapholita caecana,NHMSYS0021143366,1,5,31,7,mature
Grapholita compositella,NBNSYS0100003283,21,4,7,9,mature
Grapholita funebrana,NHMSYS0021143375,21,5,7,9,mature
Grapholita gemmiferana,NHMSYS0021143369,21,5,30,6,mature
Grapholita internana,NBNSYS0100003286,1,4,30,6,mature
Grapholita janthinana,NBNSYS0100003287,15,6,30,9,mature
Grapholita jungiella,NBNSYS0100003288,1,4,30,6,mature
Grapholita lathyrana,NHMSYS0021143371,21,3,31,5,mature
Grapholita lobarzewskii,NBNSYS0100003290,21,5,31,7,mature
Grapholita lunulana,NBNSYS0100003291,1,5,30,6,mature
Grapholita orobana,NHMSYS0021143368,1,7,31,8,mature
Grapholita pallifrontana,NHMSYS0021143364,1,5,31,7,mature
Grapholita tenebrosana,NHMSYS0021143376,1,6,31,7,mature
Gravitarmata margarotana,NHMSYS0021143322,1,4,31,5,mature
Griposia aprilina,NBNSYS0000147940,1,9,21,11,mature
Gymnancyla canella,NHMSYS0021143662,21,5,30,9,mature
Gymnoscelis rufifasciata,NBNSYS0000005950,1,1,31,12,mature
Gynnidomorpha alismana,NBNSYS0100003311,1,6,31,8,mature
Gynnidomorpha luridana,NBNSYS0100003312,1,6,31,8,mature
Gynnidomorpha minimana,NBNSYS0100003313,1,5,31,8,mature
Gynnidomorpha permixtana,NBNSYS0100003314,1,5,31,8,mature
Gynnidomorpha vectisana,NBNSYS0100003315,1,5,30,9,mature
Gypsonoma aceriana,NHMSYS0021143300,21,6,31,8,mature
Gypsonoma dealbana,NHMSYS0000502782,21,5,21,10,mature
Gypsonoma minutana,NHMSYS0021143296,1,7,7,9,mature
Gypsonoma nitidulana,NHMSYS0000502784,1,6,30,6,mature
Gypsonoma oppressana,NHMSYS0000502785,1,6,31,7,mature
Gypsonoma sociana,NHMSYS0000502786,15,5,7,8,mature
Habrosyne pyritoides,NBNSYS0000005725,1,5,31,10,mature
Hada plebeja,NHMSYS0000502789,1,4,31,8,mature
Hadena albimacula,NBNSYS0000006265,1,5,30,9,mature
Hadena bicruris,NBNSYS0000006266,15,4,21,9,mature
Hadena caesia,NHMSYS0000520318,1,5,7,9,mature
Hadena caesia caesia,NHMSYS0021144851,1,5,7,9,mature
Hadena caesia mananii,NHMSYS0021144852,1,5,7,9,mature
Hadena compta,NHMSYS0021144848,7,5,15,9,mature
Hadena confusa,NBNSYS0000006264,1,4,31,8,mature
Hadena irregularis,NBNSYS0000006261,21,5,31,7,mature
Hadena perplexa,NHMSYS0000520328,21,3,30,9,mature
Hadena perplexa capsophila,NHMSYS0021144856,21,3,30,9,mature
Hadena perplexa perplexa,NHMSYS0021144854,21,3,30,9,mature
Haplotinea ditella,NHMSYS0000502802,1,6,31,10,mature
Haplotinea insectella,NHMSYS0000502803,1,6,31,8,mature
Harpella forficella,NHMSYS0021142556,1,6,30,9,mature
Harpyia milhauseri,NBNSYS0000006090,1,4,31,8,mature
Hecatera bicolorata,NBNSYS0000006255,1,5,31,8,mature
Hecatera dysodea,NHMSYS0021144844,1,5,30,9,mature
Hedya atropunctana,NHMSYS0021143169,1,5,30,6,mature
Hedya nubiferana,NHMSYS0000502813,1,5,31,8,mature
Hedya ochroleucana,NHMSYS0000502814,15,5,31,8,mature
Hedya pruniana,NHMSYS0021143168,1,5,31,8,mature
Hedya salicella,NHMSYS0000502816,1,6,30,9,mature
Helcystogramma lutatella,NBNSYS0100003379,1,7,31,8,mature
Helcystogramma rufescens,NBNSYS0100003380,1,6,7,9,mature
Helcystogramma triannulella,NHMSYS0021120299,1,1,31,12,mature
Helicoverpa armigera,NHMSYS0021144542,7,6,15,11,mature
Heliodines roesella,NHMSYS0000502823,1,6,30,6,mature
Heliothis maritima,NBNSYS0000006508,7,6,15,7,mature
Heliothis maritima bulgarica,NHMSYS0021144539,7,6,15,7,mature
Heliothis maritima maritima,NHMSYS0021144536,7,6,15,7,mature
Heliothis maritima warneckei,NHMSYS0021144538,7,6,15,7,mature
Heliothis nubigera,NHMSYS0021144541,15,2,31,12,mature
Heliothis peltigera,NHMSYS0021144540,1,2,31,10,mature
Heliothis viriplaca,NBNSYS0000006507,15,5,7,9,mature
Heliozela hammoniella,NHMSYS0021142158,1,4,31,7,mature
Heliozela resplendella,NBNSYS0100003404,1,5,31,7,mature
Heliozela sericiella,NBNSYS0100003405,1,4,31,5,mature
Hellinsia carphodactyla,NHMSYS0021142950,21,5,30,9,mature
Hellinsia chrysocomae,NBNSYS0100003432,21,6,30,9,mature
Hellinsia lienigianus,NHMSYS0021142951,7,6,31,8,mature
Hellinsia osteodactylus,NBNSYS0100003433,1,6,31,8,mature
Hellinsia tephradactyla,NHMSYS0021142949,1,6,31,7,mature
Hellula undalis,NHMSYS0000502836,1,8,31,12,mature
Helotropha leucostigma,NHMSYS0021167167,21,6,15,10,mature
Helotropha leucostigma leucostigma,NHMSYS0021144606,21,6,15,10,mature
Helotropha leucostigma scotica,NHMSYS0021144607,21,6,15,10,mature
Hemaris fuciformis,NBNSYS0000006071,15,4,31,8,mature
Hemaris tityus,NBNSYS0000006070,15,4,15,7,mature
Hemistola chrysoprasaria,NHMSYS0021144321,21,5,30,9,mature
Hemithea aestivaria,NHMSYS0021144330,1,6,21,8,mature
Hepialus humuli,NBNSYS0000005307,21,5,31,8,mature
Herminia grisealis,NHMSYS0021144427,7,5,7,9,mature
Herminia tarsicrinalis,NBNSYS0000006595,7,6,21,8,mature
Herminia tarsipennalis,NHMSYS0021144426,15,5,15,9,mature
Herpetogramma licarsisalis,MM0001Z1GPZNU1ZJ,1,10,7,11,mature
Heterogenea asella,NHMSYS0021143413,15,6,15,8,mature
Hippotion celerio,NBNSYS0000006079,7,8,7,12,mature
Hodebertia testalis,NHMSYS0021143735,1,10,31,10,mature
Hofmannophila pseudospretella,NHMSYS0000502868,1,1,31,12,mature
Homoeosoma nebulella,NHMSYS0021143670,21,5,15,9,mature
Homoeosoma nimbella,NHMSYS0021143671,21,5,31,8,mature
Homoeosoma sinuella,NHMSYS0000502872,15,5,15,9,mature
Hoplodrina ambigua,NHMSYS0021144582,15,4,15,11,mature
Hoplodrina blanda,NHMSYS0021144580,21,5,31,10,mature
Hoplodrina octogenaria,NHMSYS0021144579,21,5,15,11,mature
Hoplodrina octogenaria/blanda,NHMSYS0021238182,1,6,30,9,mature
Hoplodrina octogenaria/blanda,NHMSYS0021238182,21,5,15,11,mature
Hoplodrina superstes,NBNSYS0000006488,1,6,31,8,mature
Horisme radicaria,NHMSYS0021297304,1,5,7,8,mature
Horisme tersata,NHMSYS0021144044,15,4,15,9,mature
Horisme vitalbata,NHMSYS0021144043,1,4,31,8,mature
Hydraecia micacea,NBNSYS0000006466,1,7,15,11,mature
Hydraecia osseola,NHMSYS0000520468,21,8,30,9,mature
Hydraecia osseola hucherardi,NHMSYS0021144615,21,8,30,9,mature
Hydraecia osseola osseola,NHMSYS0021144614,21,8,30,9,mature
Hydraecia petasitis,NBNSYS0000006467,15,7,7,10,mature
Hydrelia flammeolaria,NBNSYS0000005967,15,5,15,8,mature
Hydrelia sylvata,NHMSYS0021144022,21,5,15,8,mature
Hydria cervinalis,NHMSYS0021144038,21,3,15,6,mature
Hydria undulata,NHMSYS0021144037,1,6,31,8,mature
Hydriomena furcata,NBNSYS0000005857,1,6,21,10,mature
Hydriomena impluviata,NHMSYS0021143961,15,4,21,7,mature
Hydriomena ruberata,NHMSYS0021143965,15,4,30,6,mature
Hylaea fasciaria,NBNSYS0000006054,15,5,7,10,mature
Hyles euphorbiae,NBNSYS0000006074,7,6,15,8,mature
Hyles gallii,MM0001Z10063HLV1,7,5,15,9,mature
Hyles livornica,NHMSYS0021143839,15,4,15,10,mature
Hypatima rhomboidella,NHMSYS0000502903,1,7,15,10,mature
Hypatopa binotella,NHMSYS0021142873,1,7,31,7,mature
Hypena crassalis,NBNSYS0000006580,15,5,7,10,mature
Hypena lividalis,NHMSYS0021157662,1,11,30,11,mature
Hypena obesalis,NHMSYS0021144366,15,9,15,10,mature
Hypena obsitalis,NHMSYS0021144367,1,1,31,12,mature
Hypena proboscidalis,NBNSYS0000006581,15,5,7,11,mature
Hypena rostralis,NBNSYS0000006584,1,1,31,12,mature
Hypenodes humidalis,MM0001Z100DMN711,15,6,30,9,mature
Hypercallia citrinalis,NHMSYS0000502912,21,6,31,7,mature
Hyphantria cunea,NHMSYS0021157674,1,5,30,9,mature
Hyphoraia testudinaria,NHMSYS0021144400,1,5,15,6,mature
Hypochalcia ahenella,NHMSYS0021143647,1,5,15,8,mature
Hypomecis punctinalis,MM0001Z100758RH1,21,4,31,7,mature
Hypomecis roboraria,NHMSYS0021144245,7,5,15,8,mature
Hyppa rectilinea,NHMSYS0021144595,7,5,31,7,mature
Hypsopygia costalis,NHMSYS0000502923,15,5,30,11,mature
Hypsopygia glaucinalis,NHMSYS0021143699,15,5,7,11,mature
Hysterophora maculosana,NHMSYS0000502925,21,4,30,6,mature
Idaea aversata,NBNSYS0000005786,1,5,31,10,mature
Idaea biselata,NBNSYS0000005775,1,6,15,10,mature
Idaea contiguaria,NHMSYS0000520548,15,6,21,7,mature
Idaea contiguaria britanniae,NHMSYS0021143859,15,6,21,7,mature
Idaea contiguaria contiguaria,NHMSYS0021143858,15,6,21,7,mature
Idaea degeneraria,NHMSYS0021143861,1,5,7,10,mature
Idaea dilutaria,NHMSYS0021143845,7,6,21,7,mature
Idaea dimidiata,NBNSYS0000005781,1,5,30,9,mature
Idaea emarginata,NBNSYS0000005785,15,6,31,8,mature
Idaea fuscovenosa,NBNSYS0000005778,21,5,31,8,mature
Idaea humiliata,NBNSYS0000005779,1,7,31,7,mature
Idaea muricata,NBNSYS0000005771,15,6,31,7,mature
Idaea ochrata,NHMSYS0000520553,7,6,21,7,mature
Idaea rusticata,NHMSYS0021143842,1,6,31,10,mature
Idaea seriata,NBNSYS0000005780,21,4,15,10,mature
Idaea serpentata,NBNSYS0000005770,1,7,31,7,mature
Idaea straminata,NBNSYS0000005788,1,6,31,8,mature
Idaea subsericeata,NBNSYS0000005782,1,5,30,9,mature
Idaea sylvestraria,NHMSYS0021143853,1,6,21,8,mature
Idaea trigeminata,NBNSYS0000005784,1,5,31,10,mature
Incurvaria masculella,NHMSYS0021142172,1,4,30,6,mature
Incurvaria oehlmanniella,NBNSYS0100003594,1,5,31,7,mature
Incurvaria pectinea,NHMSYS0000502943,1,4,31,5,mature
Incurvaria praelatella,NBNSYS0100003595,15,5,15,7,mature
Infurcitinea albicomella,NHMSYS0000502949,1,7,31,7,mature
Infurcitinea argentimaculella,NHMSYS0000502950,1,7,7,8,mature
Infurcitinea captans,NHMSYS0020979380,1,7,31,7,mature
Infurcitinea teriolella,NHMSYS0021166445,1,5,31,8,mature
Ipimorpha retusa,NHMSYS0000502954,21,6,7,9,mature
Ipimorpha subtusa,NHMSYS0021144745,15,6,15,9,mature
Ischnoscia borreonella,NHMSYS0000502957,21,7,7,8,mature
Isophrictis striatella,NHMSYS0021142691,1,7,31,8,mature
Isotrias rectifasciana,NHMSYS0000502961,1,5,7,8,mature
Isturgia limbaria,NBNSYS0000005990,1,5,31,8,mature
Jodia croceago,NHMSYS0021144722,15,5,1,10,mature
Jodis lactearia,NBNSYS0000005747,1,5,21,8,mature
Jordanita globulariae,NHMSYS0000502970,21,5,21,7,mature
Kessleria fasciapennella,NHMSYS0000502979,1,6,31,7,mature
Kessleria saxifragae,NHMSYS0000502980,1,6,31,8,mature
Korscheltellus fusconebulosa,NHMSYS0021142344,15,5,21,8,mature
Korscheltellus lupulina,NHMSYS0021142343,1,5,31,7,mature
Lacanobia blenna,NHMSYS0021144820,1,5,30,9,mature
Lacanobia contigua,NHMSYS0021144816,1,5,31,7,mature
Lacanobia oleracea,NBNSYS0000006251,1,4,15,10,mature
Lacanobia splendens,NHMSYS0001703672,1,6,15,8,mature
Lacanobia suasa,NHMSYS0021144817,15,4,15,9,mature
Lacanobia thalassina,NBNSYS0000006249,15,4,15,8,mature
Lacanobia w-latinum,NBNSYS0000006248,21,4,15,7,mature
Laelia coenosa,NHMSYS0021144380,1,7,31,8,mature
Lamoria anella,NHMSYS0021297284,1,4,31,10,mature
Lampronia capitella,NHMSYS0000502996,1,5,30,6,mature
Lampronia corticella,NBNSYS0100003655,1,5,30,6,mature
Lampronia flavimitrella,NHMSYS0021142176,1,5,30,6,mature
Lampronia fuscatella,NHMSYS0000502998,1,5,30,6,mature
Lampronia luzella,NHMSYS0021142173,1,5,31,7,mature
Lampronia morosa,NHMSYS0021142174,1,5,31,8,mature
Lampronia pubicornis,NHMSYS0000503001,1,5,30,6,mature
Lampropteryx otregiata,NBNSYS0000005831,15,4,30,9,mature
Lampropteryx suffumata,NHMSYS0021144007,21,2,30,6,mature
Laothoe populi,NBNSYS0000006069,15,4,15,9,mature
Larentia clavaria,NBNSYS0000005825,15,8,15,11,mature
Lasiocampa quercus,NBNSYS0000005707,15,5,15,9,mature
Lasiocampa quercus callunae,NHMSYS0021143819,15,5,15,9,mature
Lasiocampa quercus quercus,NHMSYS0021143818,15,5,15,9,mature
Lasiocampa trifolii,NHMSYS0000503016,1,7,15,9,mature
Lasiocampa trifolii flava,NHMSYS0021143816,1,7,15,9,mature
Lasiocampa trifolii trifolii,NHMSYS0021143815,1,7,15,9,mature
Laspeyria flexula,NHMSYS0021144440,21,5,15,10,mature
Lateroligia ophiogramma,NHMSYS0021144683,15,6,7,9,mature
Lathronympha strigana,NHMSYS0000503025,21,5,30,9,mature
Lenisa geminipuncta,NHMSYS0021144636,1,7,15,9,mature
Leucania comma,NBNSYS0000150498,1,5,31,8,mature
Leucania loreyi,NHMSYS0021144875,7,2,15,12,mature
Leucania obsoleta,NHMSYS0021144872,1,5,7,8,mature
Leucania putrescens,NHMSYS0021144873,1,6,31,8,mature
Leucochlaena oditis,NHMSYS0021144694,15,8,7,11,mature
Leucodonta bicoloria,NHMSYS0021144353,1,6,31,7,mature
Leucoma salicis,NBNSYS0000006117,1,5,21,8,mature
Leucoptera laburnella,NHMSYS0000503047,21,4,31,10,mature
Leucoptera lathyrifoliella,NHMSYS0021142517,1,5,31,7,mature
Leucoptera lotella,NHMSYS0021142514,1,5,31,8,mature
Leucoptera malifoliella,NHMSYS0021142518,1,6,31,7,mature
Leucoptera orobi,NBNSYS0000025847,1,5,31,7,mature
Leucoptera sinuella,NBNSYS0100003745,1,6,31,8,mature
Leucoptera spartifoliella,NHMSYS0021142516,1,6,31,7,mature
Leucospilapteryx omissella,NHMSYS0000503055,1,5,30,9,mature
Levipalpus hepatariella,MM0001Z1005LL6O1,1,8,7,9,mature
Ligdia adustata,NHMSYS0021144163,21,3,15,9,mature
Limnaecia phragmitella,NHMSYS0000503068,21,6,7,9,mature
Lithophane consocia,NHMSYS0001703673,31,5,1,9,mature
Lithophane furcifera,NBNSYS0000006331,31,5,1,9,mature
Lithophane furcifera furcifera,NHMSYS0021144729,31,5,1,9,mature
Lithophane furcifera suffusa,NHMSYS0021144731,31,5,1,9,mature
Lithophane lamda,NBNSYS0000006332,1,9,31,10,mature
Lithophane leautieri,NHMSYS0000520793,1,9,30,11,mature
Lithophane leautieri hesperica,NHMSYS0021144735,15,9,30,11,mature
Lithophane leautieri leautieri,NHMSYS0021144734,15,9,30,11,mature
Lithophane ornitopus,NHMSYS0000520798,31,5,15,9,mature
Lithophane ornitopus lactipennis,NHMSYS0021144727,31,5,15,9,mature
Lithophane ornitopus ornitopus,NHMSYS0021144726,31,5,15,9,mature
Lithophane semibrunnea,NBNSYS0000006328,15,6,15,9,mature
Lithophane socia,NBNSYS0000150730,30,6,31,8,mature
Lithosia quadra,NBNSYS0000006137,15,6,31,10,mature
Lithostege griseata,NHMSYS0021144148,1,4,31,7,mature
Litoligia literosa,NHMSYS0021144686,1,6,15,9,mature
Lobesia abscisana,NHMSYS0021143196,7,4,7,9,mature
Lobesia botrana,NHMSYS0021143195,1,7,31,7,mature
Lobesia littoralis,NHMSYS0021143200,1,5,31,10,mature
Lobesia occidentis,NHMSYS0000503088,1,6,31,8,mature
Lobesia reliquana,NHMSYS0021143198,1,5,30,6,mature
Lobophora halterata,NBNSYS0000005970,15,4,15,7,mature
Lomaspilis marginata,NBNSYS0000005978,1,3,7,9,mature
Lomographa bimaculata,NBNSYS0000006049,15,4,15,7,mature
Lomographa temerata,NHMSYS0021144269,15,4,15,8,mature
Longalatedes elymi,NHMSYS0021144634,15,5,7,9,mature
Loxostege sticticalis,NBNSYS0100003816,21,5,30,9,mature
Lozotaenia forsterana,NHMSYS0000503099,1,5,31,8,mature
Lozotaeniodes formosana,NHMSYS0021143037,1,5,31,8,mature
Luffia ferchaultella,MM0001Z100BUSK11,1,6,31,7,mature
Luffia lapidella,NHMSYS0000503105,1,6,31,7,mature
Luperina dumerilii,NHMSYS0021144620,1,9,30,9,mature
Luperina nickerlii,NHMSYS0000520843,21,7,15,9,mature
Luperina nickerlii demuthi,NHMSYS0021144626,21,7,15,9,mature
Luperina nickerlii gueneei,NHMSYS0021144623,21,7,15,9,mature
Luperina nickerlii knilli,NHMSYS0021144624,21,7,15,9,mature
Luperina nickerlii leechi,NHMSYS0021144625,21,7,15,9,mature
Luperina nickerlii nickerlii,NHMSYS0021144622,21,7,15,9,mature
Luperina testacea,NHMSYS0021144621,1,7,31,10,mature
Luquetia lobella,NBNSYS0100003818,1,5,7,7,mature
Lycia hirtaria,NBNSYS0000006018,15,2,7,6,mature
Lycia lapponaria,NHMSYS0000520878,21,3,7,5,mature
Lycia lapponaria lapponaria,NHMSYS0021144215,21,3,7,5,mature
Lycia lapponaria scotica,NHMSYS0021144216,21,3,7,5,mature
Lycia zonaria,NHMSYS0000520883,1,3,15,6,mature
Lycia zonaria atlantica,NHMSYS0021144219,1,3,15,6,mature
Lycia zonaria britannica,NHMSYS0021144218,1,3,15,6,mature
Lycia zonaria zonaria,NHMSYS0021144217,1,3,15,6,mature
Lycophotia porphyrea,NHMSYS0021144917,1,5,30,9,mature
Lygephila craccae,NHMSYS0021144436,1,8,30,9,mature
Lygephila pastinum,NBNSYS0000006570,7,6,7,8,mature
Lymantria dispar,NBNSYS0000006120,15,6,15,9,mature
Lymantria monacha,NBNSYS0000006119,21,6,30,9,mature
Lyonetia clerkella,NHMSYS0000503134,1,1,31,12,mature
Lyonetia prunifoliella,NHMSYS0000503135,1,6,31,7,mature
Macaria alternata,NBNSYS0100003853,15,4,15,9,mature
Macaria brunneata,NHMSYS0021144169,15,5,31,7,mature
Macaria carbonaria,NBNSYS0100003855,15,4,7,6,mature
Macaria liturata,NBNSYS0100003856,15,4,21,9,mature
Macaria notata,NBNSYS0100003857,15,4,15,9,mature
Macaria signaria,NHMSYS0021144167,15,5,15,8,mature
Macaria wauaria,NBNSYS0100003859,1,6,15,9,mature
Macdunnoughia confusa,NBNSYS0000006541,15,4,30,11,mature
Macrochilo cribrumalis,NHMSYS0000503145,1,6,31,8,mature
Macroglossum stellatarum,NBNSYS0000006072,1,3,30,11,mature
Macrothylacia rubi,NBNSYS0000005710,15,4,31,7,mature
Malacosoma castrensis,NBNSYS0000005704,21,6,15,9,mature
Malacosoma neustria,NBNSYS0000005703,1,6,31,8,mature
Mamestra brassicae,NBNSYS0000006245,15,4,15,10,mature
Marasmarcha lunaedactyla,NHMSYS0000503165,15,6,15,8,mature
Martania taeniata,NHMSYS0021144064,15,6,21,8,mature
Maruca vitrata,NHMSYS0000503170,1,6,7,9,mature
Matilella fusca,NHMSYS0021143629,1,5,30,9,mature
Mecyna asinalis,NHMSYS0021143731,1,6,31,10,mature
Mecyna flavalis,NHMSYS0021143730,1,7,7,9,mature
Megalographa biloba,NBNSYS0100003895,15,7,15,10,mature
Meganephria bimaculosa,MM0001Z100H6VVQ1,1,9,31,10,mature
Meganola albula,NHMSYS0021144954,1,6,30,9,mature
Meganola strigula,NHMSYS0021144953,7,6,21,7,mature
Melanchra persicariae,NBNSYS0000006246,1,6,31,8,mature
Melanthia procellata,NHMSYS0021144045,15,4,15,10,mature
Menophra abruptaria,NBNSYS0000006027,21,3,7,8,mature
Merrifieldia baliodactylus,NBNSYS0100004009,21,6,31,8,mature
Merrifieldia leucodactyla,NBNSYS0100004010,21,5,7,8,mature
Merrifieldia tridactyla,NBNSYS0100004011,21,6,31,8,mature
Mesapamea didyma,NBNSYS0000006443,21,6,15,9,mature
Mesapamea secalis,NBNSYS0000006442,1,6,30,9,mature
Mesapamea secalis/didyma,NHMSYS0020083468,1,5,31,8,mature
Mesogona acetosellae,NHMSYS0021144708,1,8,31,10,mature
Mesoleuca albicillata,NBNSYS0000005828,1,5,7,9,mature
Mesoligia furuncula,NHMSYS0021144687,1,6,15,9,mature
Mesophleps silacella,NHMSYS0000503210,1,6,31,7,mature
Mesotype didymata,NHMSYS0021167155,7,5,31,10,mature
Mesotype didymata didymata,NHMSYS0021144050,7,5,30,9,mature
Mesotype didymata hethlandica,NHMSYS0021144051,7,5,30,9,mature
Metalampra italica,NHMSYS0001703661,1,6,30,9,mature
Metzneria aestivella,NHMSYS0000503221,21,6,15,8,mature
Metzneria aprilella,NHMSYS0000503222,1,6,7,8,mature
Metzneria lappella,NHMSYS0000503224,1,6,7,8,mature
Metzneria littorella,NBNSYS0000026227,1,5,30,6,mature
Metzneria metzneriella,NHMSYS0000503225,21,5,15,8,mature
Metzneria neuropterella,NHMSYS0000503226,1,7,31,8,mature
Microloxia herbaria,NHMSYS0021164311,21,7,7,8,mature
Micropterix aruncella,NHMSYS0000503229,1,4,31,8,mature
